LoginFreq,Purchases,AmountSpent,Tickets,DaysInactive,MembershipMonths,Churn
15,2,451,1,134,47,1
18,10,1325,9,171,21,0
12,2,4047,0,177,42,1
17,9,1158,6,9,39,0
1,17,4976,3,128,6,0
11,0,1208,7,101,47,1
28,15,2926,7,165,25,0
1,15,3895,7,16,2,0
15,9,4185,5,4,31,0
28,0,2869,8,32,56,0
21,3,2972,3,84,30,0
10,2,1377,4,93,15,1
7,4,4675,3,128,18,1
2,11,2919,4,17,32,0
10,11,2226,1,41,14,0
24,12,3415,4,45,18,0
4,11,3069,9,16,35,0
12,15,2293,7,20,52,0
19,12,4504,8,42,22,0
26,4,830,6,10,14,0
11,3,3070,6,52,38,0
8,20,2534,5,176,14,0
18,14,4950,1,151,34,0
11,11,2642,9,33,22,0
11,18,2672,10,127,16,0
13,20,2835,9,153,56,0
3,18,4463,8,50,48,0
12,20,3139,4,101,53,0
3,10,4024,5,100,49,0
10,20,4626,0,88,16,0
27,5,4498,4,79,16,0
17,8,1676,5,98,40,0
22,0,3410,9,68,38,0
2,11,3592,10,78,18,0
17,13,2210,1,132,23,0
16,5,902,6,28,46,0
2,0,3960,3,29,48,0
28,1,993,4,82,40,0
22,10,592,2,122,18,0
30,2,4125,4,176,46,1
20,9,2650,3,105,49,0
6,5,1983,9,72,22,0
28,5,3427,5,110,54,0
25,19,4124,1,113,40,0
29,20,2425,2,141,30,0
10,1,898,9,43,48,0
28,9,1893,0,9,55,0
10,5,4831,6,40,56,0
8,16,3832,8,46,42,0
1,13,156,1,58,42,1
13,4,1726,6,140,53,1
24,16,2487,2,101,18,0
9,1,4953,4,25,53,0
22,8,1473,5,89,18,0
10,11,2255,7,144,41,0
15,18,1320,3,179,53,0
5,6,4670,1,124,1,0
22,8,378,2,99,57,0
16,20,1273,7,180,48,0
13,15,2859,6,124,42,0
22,19,2757,5,24,15,0
25,10,2575,4,107,5,0
20,11,1828,10,14,27,0
18,14,1897,4,22,17,0
11,17,3793,0,128,41,0
27,18,69,5,31,57,0
9,15,554,8,85,58,0
16,14,3074,7,58,58,0
2,4,1240,9,69,57,0
26,10,568,0,147,32,0
25,14,1522,10,106,38,0
2,17,679,5,85,26,0
12,12,267,2,2,58,0
8,3,1080,5,47,2,0
9,16,1060,8,115,28,0
12,3,4048,5,53,45,0
26,15,4032,7,25,23,0
9,14,154,5,35,50,0
10,13,2644,5,157,20,0
25,11,2579,6,87,36,0
2,2,810,10,110,42,1
16,9,1495,9,145,55,0
20,7,3758,10,80,22,0
7,5,2439,3,177,60,0
28,13,2833,7,131,11,0
2,16,682,3,22,28,0
1,20,3984,6,142,45,0
19,18,3499,0,131,60,0
28,15,4432,8,38,58,0
4,14,1424,9,87,55,0
24,14,3378,8,21,22,0
22,0,4735,6,179,17,1
27,11,3904,7,24,31,0
2,9,3856,1,96,11,0
25,13,2038,9,45,36,0
14,9,1204,9,172,14,0
2,9,2034,6,47,35,0
29,19,1367,0,147,23,0
15,10,2820,2,162,29,0
12,15,578,5,131,23,0
5,8,1955,4,39,44,0
28,14,356,4,92,60,0
20,13,417,8,75,59,0
29,18,4238,5,138,36,0
7,8,3763,2,168,16,0
24,3,623,1,2,39,0
21,20,115,8,45,20,0
10,6,2228,9,155,25,0
14,7,3809,3,53,19,0
14,7,4367,10,137,26,0
5,18,3923,4,103,32,0
18,14,503,8,129,50,0
24,15,3878,4,161,21,0
14,8,4395,6,38,9,0
2,11,3344,1,57,43,0
26,15,3930,1,161,19,0
12,3,1878,3,176,49,1
22,4,1448,7,3,57,0
24,7,1362,1,32,21,0
6,0,54,9,149,18,1
4,5,4920,6,68,6,0
13,14,2390,0,145,35,0
4,3,4570,8,170,14,1
22,20,209,9,68,9,0
14,10,4434,5,84,35,0
16,4,2297,10,12,2,0
29,17,4903,0,45,51,0
4,14,4807,9,164,6,0
24,17,2640,5,80,35,0
25,19,2778,4,179,57,0
1,12,2417,4,135,25,0
13,4,3801,4,161,9,1
4,0,3303,3,48,50,0
20,17,2856,6,33,31,0
18,13,3321,8,84,7,0
6,4,2561,3,101,28,1
3,5,1447,1,155,2,0
23,15,136,1,47,1,0
13,20,1630,1,85,37,0
27,11,3329,6,43,59,0
16,19,491,3,80,59,0
27,17,4388,3,147,24,0
5,1,2131,0,138,35,1
4,20,3145,3,22,7,0
21,12,2830,5,130,38,0
8,16,2381,1,108,59,0
19,16,248,3,98,29,0
14,15,1430,10,18,1,0
7,20,350,6,128,60,0
14,17,3360,8,19,55,0
6,7,3003,1,158,51,0
12,2,4997,7,134,30,1
16,16,1496,5,27,52,0
17,17,4567,7,15,46,0
13,5,4085,1,159,32,0
23,7,4903,10,172,10,0
14,12,742,0,138,34,0
29,7,3488,6,149,11,0
7,18,171,8,175,48,0
14,5,2505,8,123,49,0
15,14,141,1,95,37,0
12,9,1867,3,164,54,0
17,16,1252,0,127,27,0
9,0,3498,10,74,50,0
22,6,681,6,58,48,0
15,12,514,1,147,10,0
12,2,2166,3,110,38,1
2,18,1271,1,138,22,0
5,14,302,0,49,24,0
13,4,3660,6,61,8,0
27,10,4933,5,130,6,0
20,17,4292,1,75,55,0
23,2,1069,3,8,4,0
8,5,2313,10,147,5,0
27,2,2805,2,142,6,1
14,4,1211,2,22,47,0
15,8,3323,2,17,32,0
11,18,2098,10,107,38,0
1,12,3438,3,63,51,0
21,5,2170,0,122,57,0
3,10,4959,0,26,20,0
17,20,728,6,164,40,0
28,20,1856,4,117,45,0
19,13,887,2,45,36,0
14,5,3277,8,30,54,0
22,5,4507,4,116,49,0
30,16,73,9,149,14,0
23,10,2709,2,148,50,0
8,14,2943,8,170,47,0
13,8,382,0,90,54,0
27,20,4037,8,119,19,0
20,16,315,4,140,11,0
3,6,2524,5,8,39,0
5,6,941,1,93,1,0
9,20,2000,7,117,35,0
29,0,3666,2,56,19,0
6,7,1425,0,135,60,0
25,4,371,6,62,33,0
22,18,2778,2,121,32,0
2,7,725,3,61,36,0
13,16,1655,4,138,24,0
5,18,552,0,50,43,0
28,11,1557,10,148,7,0
27,14,2251,10,28,7,0
25,3,661,8,142,46,1
8,11,1060,6,76,47,0
23,12,4752,1,8,5,0
1,13,1862,0,135,14,0
20,4,3011,10,5,45,0
12,15,3094,1,1,52,0
23,6,2106,2,111,26,0
11,14,812,2,73,54,0
7,12,2664,7,106,50,0
15,15,1690,4,10,1,0
22,11,1617,8,65,13,0
24,6,3532,2,148,23,0
11,15,2067,5,58,20,0
29,12,2731,3,171,7,0
22,2,4831,7,157,6,1
26,14,2573,0,2,59,0
16,2,3622,3,154,9,1
3,6,212,6,59,28,1
20,17,951,8,105,10,0
14,13,598,0,1,54,0
3,17,580,7,31,35,0
1,18,3014,1,38,7,0
26,13,205,3,22,25,0
21,19,1355,3,175,30,0
15,5,427,7,1,43,0
1,7,1652,10,88,26,0
17,6,1375,1,178,44,0
2,19,18,6,164,12,1
29,17,541,2,173,13,0
20,17,4254,8,164,54,0
6,14,1562,4,162,55,0
8,19,1045,7,9,40,0
29,18,4581,4,110,4,0
16,20,1627,0,84,53,0
19,20,3726,8,132,52,0
1,1,1086,9,63,1,0
3,7,4311,10,132,6,0
28,20,4025,6,133,55,0
3,10,2972,3,138,2,0
5,17,4850,6,108,54,0
27,12,922,4,172,46,0
12,8,4159,9,40,27,0
12,8,4080,8,36,18,0
20,16,3571,1,35,42,0
13,6,353,3,59,29,0
20,8,1202,5,116,53,0
9,0,1942,10,31,33,0
7,1,712,4,174,3,1
4,3,1908,0,49,20,0
19,13,3603,8,134,4,0
22,3,208,8,106,18,1
19,1,3242,2,19,8,0
6,7,2832,3,96,22,0
27,17,4494,3,170,41,0
13,18,483,9,30,22,0
11,13,4870,7,26,19,0
13,19,1664,5,131,28,0
13,9,601,1,161,2,0
28,16,1858,3,50,9,0
25,7,3051,0,159,35,0
22,13,177,2,111,22,0
28,20,4389,3,96,26,0
20,7,3280,7,82,34,0
15,4,4017,2,138,7,1
21,15,4020,4,22,30,0
13,7,4996,0,54,49,0
22,9,3858,3,179,25,0
11,7,2191,1,81,49,0
19,8,1664,3,132,9,0
8,17,4227,4,37,27,0
20,2,842,2,63,1,0
8,16,1031,5,51,33,0
10,19,2003,1,136,8,0
26,14,3502,4,1,49,0
16,20,904,3,8,32,0
19,16,1525,4,81,40,0
26,7,3680,8,105,19,0
23,1,298,5,112,36,1
11,16,1086,6,137,50,0
13,17,1381,10,179,45,0
28,4,1084,7,144,22,1
9,8,4944,8,59,39,0
20,8,2969,4,45,26,0
24,1,49,7,165,3,1
19,1,4284,1,91,46,1
16,18,3632,9,66,9,0
7,2,192,8,36,35,0
19,16,1769,1,76,7,0
12,13,1779,4,50,15,0
15,13,4810,5,99,4,0
23,13,506,3,95,37,0
14,5,606,7,147,28,0
11,2,2518,9,154,9,1
26,0,3836,2,118,35,1
10,15,4579,10,100,48,0
27,3,694,4,68,48,0
11,0,328,1,112,51,1
6,16,3636,2,171,25,0
2,17,1445,7,127,9,0
11,7,2413,10,95,52,0
19,1,2674,4,122,33,1
6,17,4334,2,127,17,0
14,15,738,4,103,12,0
20,9,1297,8,59,9,0
6,7,4011,2,46,54,0
17,11,570,9,40,5,0
10,15,1385,6,141,60,0
28,11,1475,7,121,47,0
1,10,2516,4,105,26,0
3,19,3896,2,9,45,0
8,18,34,10,66,19,0
8,0,1164,5,53,35,0
27,2,4475,2,81,2,0
20,11,1469,8,4,45,0
22,8,4716,1,126,7,0
15,20,1230,2,142,9,0
24,4,2166,6,105,22,1
7,0,3301,9,136,42,1
11,9,729,7,97,33,0
7,16,1115,4,173,54,0
29,3,3779,4,92,16,1
4,14,2489,4,78,43,0
25,18,1930,3,83,24,0
12,7,3089,8,70,8,0
26,14,4741,5,36,30,0
6,6,3179,7,84,26,0
14,14,3182,7,129,45,0
12,7,3340,4,141,48,0
11,9,4461,8,140,35,0
19,17,2068,1,75,45,0
21,3,3331,7,100,17,1
5,14,1880,2,145,53,0
14,10,3631,6,175,38,0
21,2,1155,8,53,10,0
24,14,4001,10,67,41,0
16,2,3383,4,10,50,0
25,14,134,10,46,17,0
13,5,321,7,83,7,0
25,0,784,3,117,2,1
29,13,2930,0,4,11,0
22,15,1841,0,57,50,0
22,0,703,5,38,3,0
25,20,1386,7,140,46,0
20,16,999,9,31,20,0
22,7,2856,1,130,13,0
4,17,1762,10,129,23,0
11,15,2969,3,81,17,0
17,5,2463,2,25,29,0
7,9,3053,8,5,54,0
14,9,1726,2,48,43,0
26,4,1636,10,142,39,1
11,11,3098,7,52,32,0
28,19,3341,6,74,35,0
22,16,4038,0,149,35,0
9,13,899,7,153,34,0
23,13,1388,8,99,21,0
13,2,4594,7,67,16,0
23,11,4285,9,119,23,0
18,19,1717,9,178,11,0
28,17,2374,0,103,60,0
11,11,241,10,33,14,0
15,1,1822,10,145,3,1
25,1,1622,6,34,7,0
26,16,4436,8,154,40,0
25,9,4666,4,170,45,0
22,17,3006,1,159,51,0
29,18,257,7,113,11,0
19,20,4388,8,51,33,0
1,0,2089,6,36,19,0
4,3,3751,4,13,45,0
14,3,4635,7,85,54,0
14,1,4486,5,13,49,0
3,18,72,3,32,41,1
30,20,4233,0,133,51,0
28,11,1561,5,12,51,0
17,9,3015,7,169,60,0
3,12,3332,2,37,23,0
16,19,304,6,68,23,0
14,14,4284,6,106,29,0
30,2,4334,8,176,6,1
20,19,892,0,171,39,0
29,12,403,4,93,5,0
13,7,2749,7,41,32,0
15,6,3477,2,56,40,0
14,7,4177,4,69,26,0
24,17,4423,0,11,14,0
25,8,3980,8,137,18,0
19,5,4700,3,113,21,0
6,3,4484,4,28,59,0
10,14,4241,2,22,25,0
27,4,2787,1,85,20,0
15,4,3702,6,6,24,0
21,6,1411,10,26,3,0
22,8,915,4,144,22,0
20,6,539,10,14,8,0
26,8,4628,9,35,46,0
6,19,3731,2,42,57,0
23,9,396,1,53,46,0
25,3,2631,9,100,29,1
10,5,582,5,150,7,0
7,13,653,9,13,6,0
22,8,4081,5,11,59,0
17,0,1302,2,140,6,1
18,16,3605,8,97,12,0
17,12,4652,0,86,22,0
9,6,2495,2,53,47,0
10,8,564,0,9,26,0
10,10,2168,6,71,25,0
25,2,3403,1,17,19,0
7,11,2584,10,10,36,0
16,20,2234,10,166,35,0
29,2,3619,3,123,13,1
18,14,4729,3,39,25,0
6,20,1998,7,110,48,0
27,9,953,10,89,45,0
20,0,4578,3,94,32,1
1,13,1003,2,158,30,0
1,19,3469,9,107,21,0
12,5,1131,2,34,42,0
21,1,3456,4,33,45,0
28,7,4275,5,160,40,0
2,0,65,6,12,44,1
4,3,1766,4,87,8,0
17,3,667,6,93,41,1
4,4,269,3,107,42,1
11,19,4746,4,10,7,0
22,8,2619,5,125,3,0
26,12,3919,8,19,37,0
4,17,413,5,23,3,1
1,16,804,9,128,18,0
7,0,1571,10,85,51,0
30,14,1193,0,107,60,0
18,1,2651,10,99,42,1
9,15,2674,6,59,9,0
29,19,4819,10,74,57,0
3,4,3617,10,2,24,0
8,18,1967,2,48,7,0
29,4,2103,5,6,33,0
24,1,1762,1,43,25,0
19,6,3572,6,145,42,0
4,2,1704,0,127,34,1
18,16,865,1,79,38,0
20,2,1305,8,164,58,1
27,12,4765,8,152,21,0
11,6,3631,6,121,38,0
27,2,4216,1,120,56,1
14,14,1048,4,29,40,0
25,17,4606,3,78,58,0
18,9,4523,1,58,18,0
28,6,4380,1,70,39,0
28,8,3457,9,9,50,0
29,4,3442,7,170,33,1
16,19,3758,4,39,28,0
3,7,2251,7,122,56,0
15,13,3540,1,168,25,0
27,3,4904,1,59,14,0
27,19,1973,10,44,55,0
4,13,3025,10,65,20,0
5,11,3577,2,11,39,0
17,1,3880,10,91,20,1
7,12,4874,9,84,7,0
16,0,1494,7,5,4,0
14,19,4244,7,114,31,0
26,6,4966,2,177,30,0
16,8,2349,0,179,57,0
7,16,344,6,164,37,0
9,20,1868,3,105,55,0
4,12,1217,2,16,59,0
30,9,934,4,7,56,0
30,15,2955,5,44,21,0
22,5,4449,0,26,1,0
11,15,4762,8,36,52,0
2,10,3595,5,92,3,0
12,19,4366,2,172,13,0
12,2,4037,0,12,7,0
30,8,4274,8,90,6,0
4,14,4765,1,68,6,0
18,12,4305,9,108,34,0
26,9,4687,5,151,32,0
21,19,4671,5,104,16,0
7,12,3852,2,88,38,0
29,16,2408,10,95,8,0
1,6,37,5,126,21,1
26,5,3960,1,30,57,0
26,12,1908,7,63,11,0
23,16,4737,0,3,50,0
26,14,2437,5,162,23,0
13,3,1635,0,102,6,1
6,14,2585,8,92,46,0
6,13,2046,8,177,15,0
12,20,1320,5,172,11,0
8,10,3365,5,169,27,0
24,3,3730,8,48,15,0
22,2,4912,4,8,45,0
19,1,2284,8,135,38,1
5,19,2084,4,37,4,0
18,9,98,3,71,14,0
30,12,3814,1,178,45,0
5,19,131,1,82,10,0
30,20,4971,0,112,57,0
25,17,42,9,103,54,0
10,20,4708,2,21,29,0
1,15,705,0,34,12,0
10,10,3851,5,177,56,0
5,9,534,10,27,40,0
12,8,256,6,8,20,0
22,11,3936,8,162,37,0
30,18,3111,6,18,2,0
27,0,2106,3,179,20,1
7,17,1972,3,140,12,0
9,13,2969,7,51,38,0
22,20,2237,3,168,30,0
21,0,1403,0,150,47,1
12,16,1917,8,136,18,0
23,10,2033,2,156,50,0
29,19,4843,0,178,10,0
1,14,2488,8,47,7,0
11,3,4469,10,56,42,0
30,14,991,10,160,5,0
21,13,3233,9,139,48,0
15,0,236,9,149,29,1
2,8,1276,4,154,51,0
20,6,2067,8,142,35,0
7,10,2261,2,79,39,0
21,1,2951,5,14,51,0
12,1,166,10,100,12,1
22,5,2083,10,3,10,0
18,18,4073,6,122,37,0
3,19,770,4,7,2,0
7,13,783,7,39,3,0
11,2,1562,9,115,14,1
18,6,967,5,110,47,0
12,6,263,5,65,20,0
6,3,1579,6,25,45,0
5,4,3228,7,31,49,0
26,16,4223,1,86,52,0
1,3,3246,6,138,4,1
12,12,4655,8,77,51,0
27,15,4975,0,137,26,0
26,15,817,0,122,47,0
11,1,4926,6,8,15,0
4,17,1791,4,97,9,0
27,0,1231,0,19,3,0
18,17,3673,0,30,2,0
4,7,3210,1,9,39,0
17,10,889,10,83,41,0
2,14,10,9,47,54,1
29,15,176,8,174,30,0
24,16,2073,2,90,37,0
22,16,2714,8,1,17,0
2,11,121,5,131,3,1
12,9,3449,9,162,9,0
6,19,1135,5,153,8,0
10,5,2651,6,158,9,0
25,7,1439,9,1,56,0
23,12,2053,10,123,17,0
25,1,4612,7,146,24,1
21,18,1644,10,161,8,0
23,9,680,2,137,53,0
27,3,3121,7,135,14,1
16,11,1700,5,30,54,0
14,17,3967,5,77,16,0
7,6,974,10,81,18,0
28,19,290,2,13,49,0
28,3,4456,5,13,24,0
19,6,1976,10,42,39,0
23,9,2818,7,124,52,0
17,14,1974,6,101,47,0
9,11,4833,9,78,27,0
26,0,3400,9,107,28,1
13,19,832,6,36,7,0
22,17,1447,2,35,34,0
5,15,2071,9,174,27,0
23,4,3875,2,173,34,1
5,18,4304,4,56,39,0
10,3,4783,4,87,19,0
21,5,4046,8,5,6,0
27,16,1474,8,172,30,0
10,6,87,9,121,28,0
27,6,2169,4,156,12,0
7,8,4640,4,87,15,0
26,12,3197,5,170,45,0
15,19,1175,7,98,39,0
7,13,799,5,159,39,0
29,15,1573,10,135,15,0
27,8,1332,5,7,58,0
15,14,1512,8,4,36,0
3,4,1501,0,108,3,1
19,17,1669,3,128,1,0
10,20,1325,9,32,7,0
28,19,3072,9,28,9,0
29,7,134,1,4,1,0
15,14,3072,8,109,5,0
3,20,528,2,8,47,0
6,8,2080,9,142,36,0
12,18,4267,10,30,10,0
15,5,2686,1,131,2,0
6,3,2563,7,130,23,1
13,10,4987,3,10,39,0
29,9,3945,10,70,29,0
19,2,1054,1,119,56,1
3,0,1797,3,71,19,0
8,11,3545,6,144,38,0
8,14,4588,6,70,47,0
23,14,1976,0,91,20,0
26,20,2366,0,120,12,0
20,13,4979,2,150,11,0
15,6,2260,1,35,35,0
4,16,3497,2,124,52,0
19,18,151,3,112,60,0
21,6,1013,6,102,49,0
3,2,2164,1,177,7,1
13,2,2024,6,130,23,1
8,17,4634,4,147,55,0
23,19,3618,7,132,50,0
16,13,978,7,82,17,0
13,2,3935,4,104,48,1
3,6,3968,9,41,57,0
16,6,2745,7,56,2,0
9,4,814,8,55,5,0
28,2,1344,6,159,21,1
14,17,3994,5,127,13,0
13,14,677,6,150,11,0
21,19,394,6,75,24,0
25,13,3134,2,176,33,0
7,3,1618,5,80,27,0
15,7,3264,5,128,55,0
7,20,3450,10,132,35,0
6,12,2758,8,149,18,0
2,7,22,0,169,21,1
9,14,3017,6,45,4,0
22,16,2217,0,84,41,0
24,4,4177,9,8,32,0
17,19,2155,3,107,43,0
5,3,1875,6,117,49,1
12,10,110,5,9,11,0
1,17,4089,5,146,3,0
10,9,4386,4,31,51,0
11,16,4988,10,35,52,0
16,14,1322,6,158,55,0
14,5,2806,8,18,21,0
8,20,4714,5,169,43,0
24,15,459,9,24,58,0
17,14,3449,6,86,14,0
25,7,3511,8,48,6,0
18,8,3177,6,142,51,0
12,10,130,5,147,53,0
25,1,3447,2,60,29,0
17,12,3866,0,93,31,0
28,3,1085,9,22,47,0
26,8,4423,8,30,28,0
14,4,2732,6,143,43,1
16,18,711,2,21,50,0
14,2,3358,9,154,36,1
9,20,3678,8,100,28,0
4,2,3275,2,12,19,0
25,5,30,2,135,3,0
23,9,2456,6,103,12,0
11,4,2259,1,35,36,0
6,2,2523,9,68,24,0
15,6,3232,6,130,12,0
5,17,1192,6,20,24,0
11,7,2367,0,47,1,0
25,0,2561,9,84,28,0
18,3,2083,10,12,16,0
30,6,75,1,53,21,0
13,13,4368,4,17,30,0
11,12,481,3,18,34,0
14,9,2224,2,104,26,0
28,17,3235,9,152,54,0
18,0,352,10,72,35,0
27,3,727,7,165,31,1
28,15,2470,6,105,60,0
25,15,3746,8,158,16,0
28,17,3265,2,84,58,0
19,7,3275,9,52,42,0
24,9,4099,0,151,29,0
27,15,2540,8,37,29,0
15,10,3642,8,123,9,0
9,5,1065,0,97,14,0
8,0,24,7,152,57,1
20,11,3399,9,100,8,0
28,5,3324,0,120,2,0
1,12,26,5,50,11,1
4,16,2591,8,148,2,0
14,0,1789,2,47,59,0
25,7,1959,5,18,47,0
2,7,90,2,122,18,1
16,10,3089,10,26,5,0
3,13,1028,4,120,60,0
26,9,789,10,71,58,0
8,14,1834,6,43,57,0
6,6,3874,10,47,7,0
16,6,2479,9,85,23,0
24,9,2523,3,43,19,0
16,3,2140,3,128,19,1
7,17,334,6,160,58,0
30,9,3500,4,7,48,0
13,18,686,0,32,19,0
13,13,2021,10,88,49,0
5,12,4898,9,65,45,0
25,14,3626,1,58,60,0
20,15,3143,5,92,40,0
22,1,2714,8,34,28,0
18,3,1204,6,90,11,0
15,20,3085,3,66,50,0
18,17,914,1,160,11,0
2,16,4607,3,98,55,0
10,9,4904,4,50,9,0
23,20,2914,1,24,14,0
13,8,3310,0,174,34,0
18,14,1133,3,131,29,0
15,11,4326,10,114,49,0
12,20,3067,5,10,21,0
15,8,2280,0,134,48,0
13,13,2734,0,98,58,0
18,12,2268,8,52,5,0
15,5,3872,4,50,33,0
25,18,940,1,110,9,0
23,3,3656,10,58,3,0
11,19,4991,1,180,14,0
19,16,4367,3,13,18,0
3,18,1281,10,125,12,0
7,2,3822,1,59,23,0
21,13,807,3,167,14,0
26,16,3144,10,53,60,0
14,12,3473,5,20,16,0
14,8,2597,6,96,37,0
22,0,426,5,10,20,0
13,16,4143,3,154,20,0
12,15,2365,9,147,15,0
24,17,4951,2,61,41,0
9,1,907,3,77,25,0
1,13,62,4,118,17,1
19,16,615,3,162,12,0
11,2,3687,2,84,45,0
23,1,4557,0,172,42,1
22,7,470,2,18,39,0
23,1,784,10,121,59,1
24,1,4040,4,112,56,1
22,8,3337,5,72,53,0
19,19,3332,3,144,7,0
18,20,2704,0,104,8,0
12,5,3528,9,77,24,0
23,11,494,6,26,47,0
28,8,4197,8,103,25,0
28,6,1197,5,155,21,0
28,11,3737,5,4,50,0
27,4,4006,8,51,54,0
1,15,3002,3,131,33,0
19,4,1719,4,87,10,0
28,11,1999,4,66,22,0
27,19,4283,4,144,19,0
20,8,4355,7,28,29,0
29,6,4870,10,44,3,0
30,18,3648,0,146,39,0
17,19,2724,9,2,4,0
5,10,4196,10,172,37,0
26,20,348,9,148,31,0
3,11,1671,10,56,6,0
2,2,4274,2,120,28,1
3,16,3704,7,104,10,0
8,6,4885,10,151,12,0
16,9,179,8,118,46,0
6,14,4243,1,60,54,0
13,1,3109,3,173,2,1
30,12,4624,7,47,3,0
23,3,3022,4,78,1,0
28,17,2620,0,165,35,0
22,0,2483,5,136,24,1
22,1,3771,8,133,47,1
16,1,2698,8,23,48,0
28,3,4814,10,105,52,1
16,2,1300,0,10,34,0
3,16,2045,3,113,20,0
28,13,116,0,27,16,0
13,1,2617,6,99,30,1
14,15,2195,2,1,47,0
8,10,1698,1,71,39,0
12,12,15,7,115,25,0
23,0,532,8,136,5,1
23,1,3353,6,139,29,1
22,1,3905,5,127,37,1
21,20,75,9,116,28,0
26,4,3420,10,156,53,1
8,3,2991,5,34,58,0
21,11,4603,8,171,41,0
25,2,2825,4,156,23,1
9,19,2027,4,177,32,0
1,9,1752,1,165,46,0
6,19,3519,5,131,51,0
23,17,4091,5,9,18,0
19,20,3544,5,89,41,0
23,20,2792,3,130,35,0
11,20,372,10,23,43,0
11,9,3291,6,179,24,0
23,0,1644,8,145,47,1
30,5,534,0,153,28,0
13,10,4936,2,155,36,0
11,1,1732,9,20,21,0
18,6,429,8,73,56,0
23,19,4238,4,164,5,0
15,20,3874,5,156,26,0
1,20,1077,7,29,50,0
21,20,1410,8,120,54,0
25,17,1429,7,170,23,0
7,20,3143,2,58,44,0
23,18,3646,9,118,33,0
27,3,4012,0,32,26,0
13,12,639,10,140,57,0
12,17,4426,4,158,22,0
18,19,1844,6,60,20,0
24,12,4141,1,139,2,0
19,18,2363,0,101,41,0
15,16,3065,3,139,54,0
8,0,2950,2,112,57,1
19,5,21,3,111,18,0
10,18,2140,0,80,5,0
7,19,3113,1,99,54,0
18,0,1441,0,178,32,1
16,7,3167,2,1,46,0
20,16,1444,3,89,11,0
27,20,966,0,113,21,0
6,14,3868,5,27,22,0
27,17,4818,1,116,3,0
9,6,3644,9,32,9,0
21,15,3913,10,6,2,0
13,6,250,4,41,46,0
25,16,1965,7,164,28,0
21,3,2022,3,167,34,1
26,11,4075,4,87,53,0
8,12,2813,8,158,59,0
16,3,3913,1,57,10,0
13,20,1034,1,139,19,0
13,0,610,5,90,29,0
17,0,2339,5,131,2,1
23,6,2708,2,48,48,0
20,8,4704,8,134,6,0
5,0,3036,0,7,44,0
22,15,1152,2,44,54,0
21,17,1021,7,61,7,0
28,14,1113,7,179,36,0
17,5,1656,3,86,8,0
28,1,1710,7,48,19,0
9,8,228,10,61,10,0
2,3,3598,9,97,33,1
25,12,736,7,168,37,0
26,10,4623,0,131,38,0
18,12,821,2,158,27,0
9,10,4919,0,152,29,0
6,18,4719,1,2,19,0
11,7,4531,3,44,18,0
25,6,1593,2,168,51,0
29,15,4047,10,19,51,0
6,2,892,5,152,23,1
6,16,441,4,50,1,0
13,17,4044,4,20,59,0
11,14,957,9,57,52,0
14,16,3917,6,113,43,0
2,10,1677,6,50,3,0
8,4,2992,8,95,10,1
3,15,2549,7,105,59,0
23,14,2123,2,159,7,0
21,9,400,1,165,49,0
3,13,92,0,107,56,1
1,1,1012,9,93,26,1
24,15,490,5,4,16,0
19,18,786,3,138,39,0
18,7,4099,2,63,45,0
17,14,1764,10,164,32,0
20,9,1258,10,57,12,0
29,4,1146,1,171,44,1
24,19,2709,1,105,8,0
13,15,3266,10,65,8,0
3,20,1545,3,140,45,0
30,11,3254,0,62,11,0
1,12,532,5,152,57,0
4,8,1704,9,130,33,0
25,16,2262,10,175,25,0
13,19,4847,4,126,17,0
17,11,3619,9,144,31,0
28,4,287,8,162,19,1
30,11,157,1,146,45,0
11,0,4883,8,29,55,0
2,19,4524,8,51,15,0
25,15,2595,9,14,56,0
16,11,3664,8,94,44,0
2,8,3630,9,58,53,0
29,12,2449,9,163,49,0
19,16,949,3,137,35,0
23,16,3719,4,128,39,0
19,3,4347,7,37,2,0
25,13,1233,7,103,34,0
16,18,3373,0,12,25,0
22,6,3033,9,85,38,0
19,2,1827,0,139,4,1
9,0,3382,9,27,16,0
1,11,693,5,88,32,0
10,14,1242,6,171,15,0
19,10,3395,1,178,42,0
1,9,626,1,98,14,0
2,1,2083,4,20,41,0
16,3,2920,8,141,15,1
12,16,2027,4,47,7,0
8,16,4233,7,8,7,0
23,7,4518,7,71,8,0
18,13,2194,4,64,19,0
2,3,1367,7,44,18,0
25,5,4676,7,12,17,0
29,18,3073,4,105,18,0
13,3,2478,4,4,19,0
6,2,3930,3,40,53,0
21,19,4246,0,147,40,0
26,5,1949,8,1,13,0
6,6,3866,1,119,59,0
9,13,60,0,141,11,0
16,11,2986,5,50,51,0
11,15,1370,4,170,7,0
7,19,3746,10,109,27,0
10,7,3812,0,153,59,0
10,1,3812,6,44,37,0
30,12,375,6,109,5,0
25,7,2965,2,98,8,0
20,20,3055,7,81,10,0
18,19,2013,5,149,37,0
28,15,2911,3,179,26,0
24,3,267,9,76,15,0
20,15,3469,9,80,55,0
29,19,54,9,52,16,0
9,5,278,2,63,29,0
15,3,1344,0,84,28,0
4,15,681,1,138,10,0
8,20,3648,1,87,56,0
9,12,244,10,111,40,0
13,4,3217,4,59,51,0
9,14,2410,3,8,4,0
26,7,1427,1,51,46,0
4,6,4380,10,133,40,0
17,13,3264,8,76,53,0
